run_id,condition,interface,frame_no,timestamp,src,dst,sport,dport,typeid,cot,ioa
attack_fw_only_002,attack_fw_only,DSS4ASW-eth2,87,15.600468823,1.1.10.10,1.1.4.1,56370,2404,46,6,5003
attack_fw_only_002,attack_fw_only,DSS4ASW-eth2,92,15.850611298,1.1.10.10,1.1.4.1,56370,2404,46,6,5004
attack_fw_only_002,attack_fw_only,DSS4GW-eth1,67,14.849933523,1.1.10.10,1.1.4.1,56370,2404,46,6,5000
attack_fw_only_002,attack_fw_only,DSS4GW-eth1,76,15.100121331,1.1.10.10,1.1.4.1,56370,2404,46,6,5001
attack_fw_only_002,attack_fw_only,DSS4GW-eth1,81,15.350275347,1.1.10.10,1.1.4.1,56370,2404,46,6,5002
attack_fw_only_002,attack_fw_only,DSS4GW-eth1,86,15.600450822,1.1.10.10,1.1.4.1,56370,2404,46,6,5003
attack_fw_only_002,attack_fw_only,DSS4GW-eth1,91,15.850591672,1.1.10.10,1.1.4.1,56370,2404,46,6,5004
attack_fw_only_002,attack_fw_only,DSS4GW-eth2,68,14.849940273,1.1.10.10,1.1.4.1,56370,2404,46,6,5000
attack_fw_only_002,attack_fw_only,DSS4GW-eth2,77,15.100127665,1.1.10.10,1.1.4.1,56370,2404,46,6,5001
attack_fw_only_002,attack_fw_only,DSS4GW-eth2,82,15.350282056,1.1.10.10,1.1.4.1,56370,2404,46,6,5002
attack_fw_only_002,attack_fw_only,DSS4GW-eth2,87,15.600456490,1.1.10.10,1.1.4.1,56370,2404,46,6,5003
attack_fw_only_002,attack_fw_only,DSS4GW-eth2,92,15.850598548,1.1.10.10,1.1.4.1,56370,2404,46,6,5004
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,149,9.231572255,1.1.10.10,1.1.1.1,46832,2404,46,6,5000
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,154,9.481740222,1.1.10.10,1.1.1.1,46832,2404,46,6,5001
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,170,9.732138314,1.1.10.10,1.1.1.1,46832,2404,46,6,5002
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,175,9.982304739,1.1.10.10,1.1.1.1,46832,2404,46,6,5003
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,187,10.232474414,1.1.10.10,1.1.1.1,46832,2404,46,6,5004
attack_fw_only_003,attack_fw_only,CONTROLSW-eth3,215,11.075253603,1.1.10.10,1.1.2.1,58322,2404,46,6,5000
